Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
1,Justin Jefferson*,MIN,23,WR,14,14,158,111,70.3%,1623,14.6,7,69,64,10.3,7.9,115.9,0,JeffJu00
2,Tyreek Hill*,MIA,28,WR,14,14,152,109,71.7%,1529,14.0,7,68,64,10.1,7.8,109.2,1,HillTy00
3,Stefon Diggs*,BUF,29,WR,14,14,142,99,69.7%,1299,13.1,10,66,53,9.1,7.1,92.8,1,DiggSt00
4,Austin Ekeler,LAC,27,RB,14,14,115,95,82.6%,635,6.7,5,32,23,5.5,6.8,45.4,4,EkelAu00
5,Travis Kelce*,KAN,33,TE,14,14,127,91,71.7%,1144,12.6,12,68,46,9.0,6.5,81.7,1,KelcTr00
6,Amon-Ra St. Brown,DET,23,WR,13,13,119,89,74.8%,974,10.9,6,57,49,8.2,6.8,74.9,0,StxxAm00
7,Davante Adams*,LVR,30,WR,14,14,151,86,57.0%,1275,14.8,12,55,58,8.4,6.1,91.1,1,AdamDa01
8,Michael Pittman Jr.,IND,25,WR,13,13,121,86,71.1%,815,9.5,2,44,28,6.7,6.6,62.7,2,PittMi01
9,Chris Godwin,TAM,26,WR,12,11,116,81,69.8%,785,9.7,3,41,44,6.8,6.8,65.4,0,GodwCh00
10,CeeDee Lamb*,DAL,23,WR,14,14,124,81,65.3%,1087,13.4,6,55,39,8.8,5.8,77.6,0,LambCe00
11,D.K. Metcalf,SEA,25,WR,14,14,119,79,66.4%,924,11.7,6,43,54,7.8,5.6,66.0,2,MetcDK00
12,Tyler Lockett,SEA,30,WR,14,14,108,78,72.2%,964,12.4,8,47,40,8.9,5.6,68.9,2,LockTy00
13,Diontae Johnson,PIT,26,WR,14,14,123,77,62.6%,745,9.7,0,39,37,6.1,5.5,53.2,1,JohnDi01
14,Christian Kirk,JAX,26,WR,15,15,122,76,62.3%,988,13.0,7,50,49,8.1,5.1,65.9,1,KirkCh01
15,Zay Jones,JAX,27,WR,14,13,110,75,68.2%,778,10.4,5,43,59,7.1,5.4,55.6,0,JoneZa00
16,Cooper Kupp,LAR,29,WR,9,9,98,75,76.5%,812,10.8,6,42,75,8.3,8.3,90.2,2,KuppCo00
17,A.J. Brown*,PHI,25,WR,14,13,118,74,62.7%,1201,16.2,10,48,68,10.2,5.3,85.8,2,BrowAJ00
18,Christian McCaffrey,2TM,26,RB,14,13,94,74,78.7%,623,8.4,4,31,49,6.6,5.3,44.5,1,McCaCh01
19,Ja'Marr Chase*,CIN,22,WR,10,10,110,71,64.5%,881,12.4,8,48,60,8.0,7.1,88.1,1,ChasJa00
20,DeVonta Smith,PHI,24,WR,14,14,103,71,68.9%,901,12.7,5,42,45,8.7,5.1,64.4,1,SmitDe07
21,JuJu Smith-Schuster,KAN,26,WR,13,12,92,71,77.2%,850,12.0,3,43,53,9.2,5.5,65.4,3,SmitJu00
22,Garrett Wilson,NYJ,22,WR,15,10,119,71,59.7%,996,14.0,4,50,60,8.4,4.7,66.4,2,WilsGa00
23,Evan Engram,JAX,28,TE,15,12,92,68,73.9%,723,10.6,4,30,36,7.9,4.5,48.2,0,EngrEv00
24,Terry McLaurin*,WAS,27,WR,14,14,104,68,65.4%,1015,14.9,3,48,49,9.8,4.9,72.5,1,McLaTe00
25,Amari Cooper,CLE,28,WR,14,14,115,67,58.3%,932,13.9,7,52,55,8.1,4.8,66.6,0,CoopAm00
26,Josh Palmer,LAC,24,WR,13,10,97,66,68.0%,714,10.8,3,36,50,7.4,5.1,54.9,1,PalmJo00
27,Adam Thielen,MIN,32,WR,14,14,95,66,69.5%,686,10.4,5,43,36,7.2,4.7,49.0,0,ThieAd00
28,Tee Higgins,CIN,23,WR,14,12,93,65,69.9%,894,13.8,6,42,59,9.6,4.6,63.9,0,HiggTe00
29,T.J. Hockenson*,2TM,25,TE,14,12,100,65,65.0%,730,11.2,4,34,81,7.3,4.6,52.1,1,HockTJ00
30,Mike Evans,TAM,29,WR,13,13,107,64,59.8%,888,13.9,3,45,51,8.3,4.9,68.3,0,EvanMi00
31,DeAndre Hopkins,ARI,30,WR,8,8,86,63,73.3%,713,11.3,3,35,33,8.3,7.9,89.1,2,HopkDe00
32,Chris Olave,NOR,22,WR,13,8,102,63,61.8%,940,14.9,3,44,53,9.2,4.8,72.3,1,OlavCh00
33,Jaylen Waddle,MIA,24,WR,14,14,101,62,61.4%,1117,18.0,7,52,67,11.1,4.4,79.8,1,WaddJa00
34,Mark Andrews*,BAL,27,TE,13,13,99,61,61.6%,702,11.5,5,40,25,7.1,4.7,54.0,1,AndrMa00
35,Brandon Aiyuk,SFO,24,WR,14,14,90,60,66.7%,774,12.9,7,34,34,8.6,4.3,55.3,1,AiyuBr00
36,Rhamondre Stevenson,NWE,24,RB,14,5,73,60,82.2%,381,6.4,1,13,40,5.2,4.3,27.2,1,StevRh00
37,Leonard Fournette,TAM,27,RB,13,9,68,59,86.8%,410,6.9,3,22,25,6.0,4.5,31.5,0,FourLe00
38,Marquise Brown,ARI,25,WR,9,9,88,57,64.8%,584,10.2,3,28,26,6.6,6.3,64.9,1,BrowMa04
39,Donovan Peoples-Jones,CLE,23,WR,14,12,84,57,67.9%,782,13.7,2,31,42,9.3,4.1,55.9,1,PeopDo00
40,Curtis Samuel,WAS,26,WR,14,10,84,57,67.9%,600,10.5,3,31,49,7.1,4.1,42.9,1,SamuCu00
41,Tyler Higbee,LAR,29,TE,14,14,86,56,65.1%,482,8.6,1,23,26,5.6,4.0,34.4,0,HigbTy00
42,Drake London,ATL,21,WR,14,12,92,54,58.7%,603,11.2,4,35,37,6.6,3.9,43.1,2,LondDr00
